player,elo_Hard,elo_Clay,elo_Grass
n. stevanovic,1484.3528000084657,1501.126271388931,1500.0
k. tamm,1484.3528000084657,1485.0,1500.0
m. barry,1484.3528000084657,1500.0,1500.0
s. kirchheimer,1484.340022915628,1500.0,1500.0
v. kasintseva,1484.3366093141976,1501.5526240897202,1500.0
s. waltert,1484.2673271469375,1484.96307076902,1500.0
c. ilkel,1484.2290959965585,1471.0702746808938,1500.0
a. neff,1484.2226448799688,1500.0,1500.0
d. blanch,1484.16899043925,1482.0782973538455,1500.0
o. kimhi,1484.1480027607847,1500.0,1500.0
h. inoue,1484.1288093997694,1500.0,1500.0
f. liu,1484.0607145559438,1500.0,1500.0
m. guinard,1484.0013394185964,1500.0,1500.0
l. tararudee,1483.972224683773,1500.0,1500.0
e. spizzirri,1483.8454750165572,1500.0,1502.228141892673
s. sakellaridis,1483.8311456781023,1500.0,1500.0
h. squire,1483.7875764417972,1505.8320079150874,1466.8311456781023
a. urhobo,1483.766462936604,1500.0,1500.0
s. saito,1483.7475823851807,1500.0,1500.0
c. mcnally,1483.6947783972998,1500.0,1500.0
k. pannu,1483.6368980344282,1500.0,1500.0
k. rakhimova,1483.5888591601624,1515.3130998235956,1500.0
s. errani,1483.587058439683,1486.2993178522345,1480.0011077023614
n. gombos,1483.582191143799,1500.0,1500.0
f. gomez,1483.4943530076655,1500.0,1500.0
c. garin,1483.4796660368893,1515.7041448857906,1481.0966059368466
m. gasparyan,1483.455632933656,1500.0,1500.0
k. scott,1483.3250112978262,1500.0,1500.0
a. falei,1483.2686359632305,1483.7406596539263,1500.0
s. kwon,1483.1891777473843,1478.993039808196,1480.467341030219
e. chong,1483.0127937953969,1500.0,1500.0
c. wong,1483.0,1500.0,1500.0
o. jasika,1482.9989110578642,1500.0,1500.0
k. mladenovic,1482.9554389156178,1482.4585431869657,1500.0
e. liang,1482.9252137178405,1500.0,1500.0
b. hassan,1482.8583791712838,1516.1645316493943,1500.0
h. wong,1482.6828183079122,1500.0,1500.0
k. laskutova,1482.6289844497448,1500.0,1500.0
s. johnson,1482.4622316866298,1500.0,1500.0
m. wang,1482.460415389569,1500.0,1500.0
y. ma,1482.4027794921178,1500.0,1500.0
l. hovde,1482.2957688575614,1500.0,1500.0
t. vera,1482.1343604176834,1474.7247908293011,1500.0
d. yevseyev,1482.1154126873816,1502.21386310118,1500.0
u. blanchet,1482.0354539171196,1499.894864886463,1500.0
m. trungelliti,1481.951229558841,1513.370825579285,1500.0
t. sandgren,1481.9201101545784,1500.0,1500.0
d. svrcina,1481.8895439588878,1500.0,1500.0
a. escoffier,1481.812173540221,1500.0,1500.0
b. gojo,1481.806169371131,1500.0,1500.0
t. zidansek,1481.5169288246427,1491.53525875101,1500.0
w. zheng,1481.4595080494828,1500.0,1500.0
j. rodionov,1481.3120912922973,1500.1759461096606,1500.0
j. vesely,1481.2285523526327,1500.0,1500.0
d. snigur,1481.152339963511,1500.0,1501.5028924409553
e. mandlik,1481.1419082696295,1500.0,1485.0
t. papamalamis,1481.0490762011952,1500.0,1500.0
a. krueger,1480.982554965548,1472.0786122445916,1481.520959873989
s. ofner,1480.7284054428378,1448.1651161748716,1502.2527025717022
h. shi,1480.645956686106,1500.0,1500.0
f. sun,1480.6042620097796,1500.0,1500.0
t. droguet,1480.593841099501,1483.9119961766344,1500.0
g. bailly,1480.5631148165985,1500.0,1500.0
a. vatutin,1480.3752420411442,1500.0,1500.0
d. kudla,1479.9066698326849,1485.7506075747422,1500.0
e. pridankina,1479.8423322441597,1500.0,1500.0
i. begu,1479.5357561637015,1561.795238783639,1479.2467778915795
o. virtanen,1479.495175960898,1478.8957734981402,1506.382457734585
b. harris,1479.4908416785338,1500.0,1517.1234046469726
j. kubler,1479.463076893901,1500.0,1500.0
l. jeanjean,1479.3472401714248,1508.9298349974956,1500.0
y. ren,1479.3206402639278,1500.0,1500.0
j. grabher,1479.0998832399414,1483.971463411338,1500.0
m. polmans,1479.0580511893447,1500.0,1483.0
q. halys,1478.9027061692525,1555.24699481958,1515.6770232441363
l. harris,1478.7948253562995,1500.0,1498.045895267055
l. klein,1478.750535314477,1491.8302048741243,1500.0
x. yao,1478.6271621676133,1500.0,1500.0
j. choinski,1478.4630636884112,1500.7068846498864,1479.1215288459905
b. djuric,1478.434798649032,1500.0,1500.0
d. saville,1478.2010869900853,1469.6624341743543,1484.6910604486204
d. galfi,1478.17308314059,1478.243862033848,1527.1356109256235
e. gerasimov,1478.1469811000416,1500.0,1500.0
f. ferro,1478.1182227569093,1463.086834350138,1500.0
m. kasnikowski,1477.4822402453144,1500.0,1500.0
s. sierra,1477.3190348733735,1500.0,1500.0
d. sweeny,1476.9935643932045,1500.0,1500.0
j. faria,1476.9293075459282,1465.121920651494,1500.0
j. fett,1476.8790400774164,1501.7266674696932,1500.0
m. forbes,1476.7363164837236,1500.0,1500.0
m. cilic,1476.192214477557,1482.266506676261,1500.0
k. baindl,1476.0784560952434,1500.0,1480.0
t. skatov,1476.049745755133,1542.9683937974878,1500.0
a. bogdan,1475.527592208091,1484.6458018628305,1479.1743854147132
a. noel,1475.476161341088,1500.0,1500.0
s. kraus,1475.469517496693,1500.0,1500.0
m. kecmanovic,1475.4410081134245,1522.942564537475,1516.2009219244928
m. krueger,1474.633426729814,1500.0,1500.0
l. assche,1474.1045747086528,1441.768782457771,1480.0135264744138
s. fomin,1473.4804488324578,1500.0,1500.0
j. jong,1473.4218497645588,1494.640682136642,1500.0
h. baptiste,1473.396463487264,1483.4203996787803,1500.0
x. you,1473.104753083915,1485.0,1500.0
r. albot,1472.5269188755458,1526.7176416975578,1465.6497796296578
k. birrell,1472.376181529071,1500.0,1515.0022500196696
h. mayot,1472.0764668943702,1461.5645772614182,1482.020044795175
j. struff,1471.988272078509,1641.1142727266565,1545.140516264243
s. jang,1471.7613712714235,1500.0,1500.0
r. masarova,1471.5814269111638,1475.9841364326314,1457.6344213372154
b. zandschulp,1471.4670233164754,1491.8776013381007,1482.6693917097912
d. rolis,1471.2919947606665,1500.0,1500.0
d. seguel,1471.2642172803926,1500.0,1500.0
o. krutykh,1470.993933045807,1500.0,1500.0
e. escobedo,1470.9737321949626,1470.6471999915343,1500.0
s. vickery,1470.9639375284078,1472.5481091514373,1500.0
a. sanchez,1470.9407369561088,1500.0,1500.0
g. zeppieri,1470.870556214831,1478.4650210263885,1500.0
s. purtseladze,1470.8144119603792,1500.0,1500.0
p. hon,1470.6866419010903,1500.0,1500.0
s. zhang,1470.6568020479056,1481.1517345317684,1483.199428583168
m. yamaguchi,1470.6563739396877,1500.0,1500.0
d. tens,1470.6471999915343,1500.0,1500.0
z. tkemaladze,1470.6471999915343,1500.0,1500.0
t. martincova,1470.6225153293235,1500.0,1500.0
a. muller,1470.6122941581511,1507.7152626213626,1502.6323854715838
k. deichmann,1470.351215146045,1499.9600228812665,1500.0
a. shelbayh,1470.2117307014375,1483.0,1500.0
r. phillips,1470.0,1500.0,1500.0
a. susanto,1470.0,1500.0,1500.0
l. trinh,1470.0,1500.0,1500.0
j. lu,1469.9989168509564,1500.0,1500.0
h. gaston,1469.8981709546283,1545.3677839154334,1480.0
n. alboran,1469.8727658745509,1490.152603294939,1500.0
g. minnen,1469.7681290575088,1449.8281638868425,1506.203532752063
m. kriznik,1469.4102135682683,1500.0,1500.0
t. naklo,1469.308666060747,1500.0,1500.0
m. agwi,1469.0638928106812,1529.9820671829716,1500.0
z. bai,1468.9893105856115,1461.68609909332,1465.893137892682
l. davis,1468.9690569933932,1465.3488735223768,1478.239092216633
s. halep,1468.6825387752256,1500.0,1500.0
a. tikhonova,1468.1999527776602,1485.0237481068586,1500.0
v. sachko,1468.1711117074224,1500.0,1500.0
v. gaubas,1468.0235787826612,1500.0,1500.0
a. blockx,1467.8645475561038,1500.0,1500.0
z. diyas,1467.379258663679,1500.0,1500.0
r. ramanathan,1467.0014152207866,1500.0,1515.0
x. gao,1466.144425327454,1500.0,1500.0
s. diez,1466.0,1500.0,1500.0
a. cornet,1465.9800166700188,1443.1542225408027,1500.0
d. prizmic,1465.97616212841,1500.0,1500.0
m. huesler,1465.939823916499,1497.6476403015306,1483.0
t. prozorova,1465.829007481593,1500.0,1500.0
c. carabelli,1465.6959657683597,1469.359376792071,1500.0
p. nugroho,1465.4980050431593,1500.0,1500.0
v. williams,1465.2949097510311,1500.0,1500.0
b. holt,1465.1612224300484,1500.0,1500.0
n. jarry,1465.1171386064516,1506.9683775021067,1480.0
r. mendez,1464.7273396639291,1515.6471999915343,1500.0
c. liu,1464.6000287632687,1487.585699413623,1500.0
m. valkusz,1464.012989852848,1499.3249124299562,1500.0
s. tormo,1463.850376578735,1506.5001196149258,1458.424561085806
e. quinn,1463.6379828270829,1500.0,1497.4532029865966
s. bejlek,1463.5287002042685,1552.8520766553258,1500.0
d. galan,1463.4412895231471,1425.8491661756052,1480.8525656539243
b. pera,1463.2903666967147,1492.3414480440342,1508.8287910698075
c. bucsa,1463.2126045987625,1480.2810800951536,1486.115826676384
n. podoroska,1463.169593256473,1408.4944248888553,1469.2306366521766
j. cristian,1462.7086123264062,1538.6580051130604,1470.0663183293843
t. monteiro,1462.5542506368631,1541.912750365785,1479.2272162138545
e. andreeva,1462.3865512705304,1475.533778275755,1504.206104052432
d. dzumhur,1462.1815687730063,1500.0,1500.0
v. kopriva,1462.0897077335644,1442.679688275357,1485.473252640181
a. kerber,1461.8397651114758,1549.77155128734,1461.4687596146273
c. moutet,1461.6867832086991,1515.7457107275534,1500.0
v. tomova,1461.2709153304625,1503.3006410780824,1500.62885228268
a. ramos,1460.8266705527385,1436.8708261545723,1500.0
m. purcell,1460.4223756081835,1475.8504467706855,1502.7262587428663
b. andreescu,1460.2350394176951,1524.5681974004451,1548.1086509366655
r. opelka,1459.6287161311996,1500.0,1529.6244697777925
d. altmaier,1458.7953220210431,1426.080964443306,1498.7546684930176
a. kalinina,1457.7476268777073,1530.5388881853146,1481.5858814631822
m. helgo,1457.579214698747,1500.0,1500.0
r. montgomery,1457.405551296984,1487.1519381865764,1513.4075720859626
e. seidel,1457.3190289056004,1524.70475796164,1500.0
a. mannarino,1456.269955369208,1438.2973907800003,1433.2060637268808
a. rai,1456.266507921374,1500.0,1500.0
n. mejia,1456.2382296960263,1500.6471999915343,1500.0
m. carle,1455.6964889956168,1512.453999879329,1480.0
e. nava,1455.6441745033353,1500.0,1485.275049623942
a. rodionova,1455.6219305115733,1488.0014321210124,1485.0
b. coric,1455.389814447244,1449.072013105042,1498.03643168973
k. volynets,1454.4049224036874,1506.2707430947949,1505.7670161331043
a. karatsev,1454.354622145442,1448.3235489679644,1477.1983779228524
s. zheng,1454.0202866552172,1485.7075749244468,1500.0
d. lajovic,1453.3745464439594,1534.751017093367,1480.077682082744
c. paquet,1453.1968836750718,1555.3416118526911,1500.0
m. ribera,1452.4016130388156,1488.7501709057092,1500.0
c. osorio,1452.3209127684916,1578.2152952634804,1471.0092077014338
r. collignon,1452.01397261919,1500.0,1500.0
l. sonego,1451.2679040863006,1492.8842513599086,1497.425333911538
l. tu,1451.2560728148487,1500.0,1483.0
l. nardi,1450.4187945008457,1449.9395570673278,1460.970687980109
a. parks,1450.2030540098465,1500.0,1466.910664306509
y. wickmayer,1449.793372384489,1500.0,1500.0
v. kudermetova,1449.6224292677969,1457.8094974850446,1483.5784971040955
q. wang,1449.3676719984182,1500.0,1480.8004754657904
z. svajda,1449.031635739141,1500.0,1482.2457720311877
m. cressy,1448.3255343100652,1500.0,1496.9581347506762
s. rogers,1447.97140470454,1503.285791841766,1500.0
g. barrere,1447.209633253749,1480.5209646974097,1500.0
j. mccabe,1446.5201355916854,1500.0,1482.3168896301368
m. fucsovics,1446.5151615033174,1516.7350020301378,1482.5172413027913
k. day,1446.0005811274275,1451.841203903228,1484.3841442332048
h. grenier,1445.4278532230164,1483.7432635688742,1500.0
f. coria,1444.777627416692,1441.0312699502217,1480.037176991271
a. krunic,1444.6760193932903,1466.4644887180607,1513.0608052477994
d. thiem,1444.664883807522,1448.631140902002,1483.906454235003
l. fruhvirtova,1443.3752516622335,1463.3617925432256,1500.6227173585512
a. sasnovich,1443.175272690506,1532.625062272528,1484.3806920701602
s. stephens,1442.6221288792708,1528.046980898204,1492.7909742679706
z. zhang,1442.2244111187786,1545.3008564295626,1499.1485519288256
m. mcdonald,1442.2218063087978,1446.4568551076334,1499.9979265352151
j. varillas,1441.9300259734484,1450.4739923091408,1500.0
c. tseng,1441.5509998040886,1502.2181369261684,1500.0
t. atmane,1441.5344379572796,1489.849516803368,1500.0
d. evans,1441.5069344756569,1419.2517658499628,1468.0041886312297
e. vasa,1441.329273149562,1500.0,1500.0
e. cocciaretto,1440.9368371368023,1519.903771577223,1528.702496649846
a. blinkova,1439.4544171464954,1439.9651304667027,1467.7248458697698
t. preston,1436.4207528238426,1500.0,1500.0
m. trevisan,1434.9583801664023,1430.252968097051,1480.725162727079
a. schmiedlova,1434.7482385881942,1539.905396666979,1479.1370666779542
m. marterer,1433.080794848879,1473.364966122787,1465.5552933505835
b. miralles,1433.0278639878832,1452.2531790953617,1500.0
d. schwartzman,1432.409217170275,1434.8113538748614,1500.0
c. lestienne,1431.229148643492,1480.2558876332566,1451.5051639401636
o. jabeur,1429.8635410688785,1563.90936317809,1541.3962863418178
p. cachin,1428.6066357289149,1397.098325146261,1500.0
r. gasquet,1428.5683432638236,1463.8709759966248,1483.8311456781023
t. maria,1427.2844586471183,1423.7961083216942,1472.4696301036056
d. yastremska,1427.2247727114668,1518.1755311962047,1521.451243395348
a. eala,1426.0556735429498,1497.8601176669308,1500.0
t. daniel,1425.8441036803567,1448.569727684123,1447.588601405972
v. gracheva,1425.7705116206048,1500.1420564417836,1498.868312716018
p. martinez,1425.5053090386446,1550.0352339684516,1451.2240795967662
m. uchijima,1423.51190251687,1476.1127484217795,1466.0741545697615
n. hibino,1422.5802753149355,1433.600902616546,1454.2029283868055
f. acosta,1421.4467215947782,1551.994321313569,1478.611925549833
t. korpatsch,1421.3620151212283,1445.9110555162024,1452.6525077132485
s. mochizuki,1421.251504821761,1486.38832443854,1482.4964170716564
f. fognini,1420.5185452741894,1528.7387334871569,1522.1262638651965
r. marino,1420.2603542019422,1485.0,1502.9991337390302
j. wolf,1419.862271603475,1464.5831186917412,1500.0
l. tsurenko,1419.341176861963,1453.690199238535,1480.0
p. kotov,1419.2837489606495,1514.7460146552296,1481.2867591734923
a. bondar,1416.5435057154064,1505.5027968504253,1500.0
e. bektas,1415.4578951860956,1485.7684532564012,1480.0515317066654
a. kovacevic,1413.533612116206,1432.9140602896807,1497.1966090365142
m. navone,1413.5101599827078,1550.6001954809744,1451.3458884289523
j. duckworth,1413.30547588508,1500.2523016887114,1499.9050436984674
m. hontama,1413.2546290257612,1500.0,1500.0
m. sherif,1409.3267278883525,1594.3067248850855,1481.7579056586146
a. tomljanovic,1409.1477026667076,1473.2275530135437,1518.855524614994
p. martic,1407.510973974772,1464.468601778843,1491.6550226410054
j. munar,1406.3189880008051,1460.215425330883,1491.4874442472687
s. baez,1402.891028513972,1625.6974087320837,1449.074851375574
s. nagal,1390.3865871275757,1466.0220861577377,1479.3182062143503
a. walton,1389.4564174675886,1477.6055355232272,1499.6173270128502
l. darderi,1375.8654073073417,1571.892562997273,1492.0946644004075
